Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Beae product countdown end at (product.metafields.beae.countdown),Beae product countdown start at (product.metafields.beae.countdown_from),EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Configured Variants (product.metafields.nvzn.configured_ars),EasyFlow Product options (product.metafields.product_options.options),SEO Hidden (product.metafields.seo.hidden),Backrest type (product.metafields.shopify.backrest-type),Bed/Frame features (product.metafields.shopify.bed-frame-features),Building board material (product.metafields.shopify.building-board-material),Color (product.metafields.shopify.color-pattern),Foundation material (product.metafields.shopify.foundation-material),Furniture/Fixture material (product.metafields.shopify.furniture-fixture-material),Mounting type (product.metafields.shopify.mounting-type),Seat type (product.metafields.shopify.seat-type),Suitable location (product.metafields.shopify.suitable-location),Tableware material (product.metafields.shopify.tableware-material),Upholstery material (product.metafields.shopify.upholstery-material),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Israel,Price / Israel,Compare At Price / Israel,Status
berno-שולחן-אוכל-מודרני-עם-טופ-פורמייקה,,,,,,,,,"אורך 160 ס""מ (נפתח עוד 80 ס""מ)",,,"רוחב 120 ס""מ",,,פורמייקה בצבע לבן,,"",1000.0,shopify,0,continue,manual,6600.00,10600.00,true,true,"",https://cdn.shopify.com/s/files/1/0827/0453/1744/files/material1_5.jpg?v=1721161914,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/original_13.jpg?v=1721161988,kg,,,,,,
berno-שולחן-אוכל-מודרני-עם-טופ-פורמייקה,,,,,,,,,"אורך 160 ס""מ (נפתח עוד 80 ס""מ)",,,"רוחב 120 ס""מ",,,פורמייקה בצבע קרם,,"",1000.0,shopify,0,continue,manual,6600.00,10600.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/material1_5.jpg?v=1721161914,kg,,,,,,
berno-שולחן-אוכל-מודרני-עם-טופ-פורמייקה,,,,,,,,,"אורך 180 ס""מ (נפתח עוד 90 ס""מ)",,,"רוחב 100 ס""מ",,,פורמייקה בצבע לבן,,"",1000.0,shopify,0,continue,manual,6900.00,10900.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/original_13.jpg?v=1721161988,kg,,,,,,
berno-שולחן-אוכל-מודרני-עם-טופ-פורמייקה,,,,,,,,,"אורך 180 ס""מ (נפתח עוד 90 ס""מ)",,,"רוחב 100 ס""מ",,,פורמייקה בצבע קרם,,"",1000.0,shopify,0,continue,manual,6900.00,10900.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/material1_5.jpg?v=1721161914,kg,,,,,,
berno-שולחן-אוכל-מודרני-עם-טופ-פורמייקה,,,,,,,,,"אורך 180 ס""מ (נפתח עוד 90 ס""מ)",,,"רוחב 110 ס""מ",,,פורמייקה בצבע לבן,,"",1000.0,shopify,0,continue,manual,7200.00,11200.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/original_13.jpg?v=1721161988,kg,,,,,,
berno-שולחן-אוכל-מודרני-עם-טופ-פורמייקה,,,,,,,,,"אורך 180 ס""מ (נפתח עוד 90 ס""מ)",,,"רוחב 110 ס""מ",,,פורמייקה בצבע קרם,,"",1000.0,shopify,0,continue,manual,7200.00,11200.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/material1_5.jpg?v=1721161914,kg,,,,,,
berno-שולחן-אוכל-מודרני-עם-טופ-פורמייקה,,,,,,,,,"אורך 180 ס""מ (נפתח עוד 90 ס""מ)",,,"רוחב 120 ס""מ",,,פורמייקה בצבע לבן,,"",1000.0,shopify,0,continue,manual,7500.00,11500.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/original_13.jpg?v=1721161988,kg,,,,,,
berno-שולחן-אוכל-מודרני-עם-טופ-פורמייקה,,,,,,,,,"אורך 180 ס""מ (נפתח עוד 90 ס""מ)",,,"רוחב 120 ס""מ",,,פורמייקה בצבע קרם,,"",1000.0,shopify,0,continue,manual,7500.00,11500.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/material1_5.jpg?v=1721161914,kg,,,,,,
berno-שולחן-אוכל-מודרני-עם-טופ-פורמייקה,,,,,,,,,"אורך 200 ס""מ (נפתח עוד 100 ס""מ)",,,"רוחב 100 ס""מ",,,פורמייקה בצבע לבן,,"",1000.0,shopify,0,continue,manual,7500.00,11500.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/original_13.jpg?v=1721161988,kg,,,,,,
berno-שולחן-אוכל-מודרני-עם-טופ-פורמייקה,,,,,,,,,"אורך 200 ס""מ (נפתח עוד 100 ס""מ)",,,"רוחב 100 ס""מ",,,פורמייקה בצבע קרם,,"",1000.0,shopify,0,continue,manual,7500.00,11500.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/material1_5.jpg?v=1721161914,kg,,,,,,
berno-שולחן-אוכל-מודרני-עם-טופ-פורמייקה,,,,,,,,,"אורך 200 ס""מ (נפתח עוד 100 ס""מ)",,,"רוחב 110 ס""מ",,,פורמייקה בצבע לבן,,"",1000.0,shopify,0,continue,manual,7800.00,11800.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/original_13.jpg?v=1721161988,kg,,,,,,
berno-שולחן-אוכל-מודרני-עם-טופ-פורמייקה,,,,,,,,,"אורך 200 ס""מ (נפתח עוד 100 ס""מ)",,,"רוחב 110 ס""מ",,,פורמייקה בצבע קרם,,"",1000.0,shopify,0,continue,manual,7800.00,11800.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/material1_5.jpg?v=1721161914,kg,,,,,,
berno-שולחן-אוכל-מודרני-עם-טופ-פורמייקה,,,,,,,,,"אורך 200 ס""מ (נפתח עוד 100 ס""מ)",,,"רוחב 120 ס""מ",,,פורמייקה בצבע לבן,,"",1000.0,shopify,0,continue,manual,8100.00,12100.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/original_13.jpg?v=1721161988,kg,,,,,,
berno-שולחן-אוכל-מודרני-עם-טופ-פורמייקה,,,,,,,,,"אורך 200 ס""מ (נפתח עוד 100 ס""מ)",,,"רוחב 120 ס""מ",,,פורמייקה בצבע קרם,,"",1000.0,shopify,0,continue,manual,8100.00,12100.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/material1_5.jpg?v=1721161914,kg,,,,,,
berno-שולחן-אוכל-מודרני-עם-טופ-פורמייקה,,,,,,,,,"אורך 220 ס""מ (נפתח עוד 100 ס""מ)",,,"רוחב 100 ס""מ",,,פורמייקה בצבע לבן,,"",1000.0,shopify,0,continue,manual,7900.00,11900.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/original_13.jpg?v=1721161988,kg,,,,,,
berno-שולחן-אוכל-מודרני-עם-טופ-פורמייקה,,,,,,,,,"אורך 220 ס""מ (נפתח עוד 100 ס""מ)",,,"רוחב 100 ס""מ",,,פורמייקה בצבע קרם,,"",1000.0,shopify,0,continue,manual,7900.00,11900.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/material1_5.jpg?v=1721161914,kg,,,,,,
berno-שולחן-אוכל-מודרני-עם-טופ-פורמייקה,,,,,,,,,"אורך 220 ס""מ (נפתח עוד 100 ס""מ)",,,"רוחב 110 ס""מ",,,פורמייקה בצבע לבן,,"",1000.0,shopify,0,continue,manual,8200.00,12200.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/original_13.jpg?v=1721161988,kg,,,,,,
berno-שולחן-אוכל-מודרני-עם-טופ-פורמייקה,,,,,,,,,"אורך 220 ס""מ (נפתח עוד 100 ס""מ)",,,"רוחב 110 ס""מ",,,פורמייקה בצבע קרם,,"",1000.0,shopify,0,continue,manual,8200.00,12200.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/material1_5.jpg?v=1721161914,kg,,,,,,
berno-שולחן-אוכל-מודרני-עם-טופ-פורמייקה,,,,,,,,,"אורך 220 ס""מ (נפתח עוד 100 ס""מ)",,,"רוחב 120 ס""מ",,,פורמייקה בצבע לבן,,"",1000.0,shopify,0,continue,manual,8500.00,12500.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/original_13.jpg?v=1721161988,kg,,,,,,
berno-שולחן-אוכל-מודרני-עם-טופ-פורמייקה,,,,,,,,,"אורך 220 ס""מ (נפתח עוד 100 ס""מ)",,,"רוחב 120 ס""מ",,,פורמייקה בצבע קרם,,"",1000.0,shopify,0,continue,manual,8500.00,12500.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/material1_5.jpg?v=1721161914,kg,,,,,,
berno-שולחן-אוכל-מודרני-עם-טופ-פורמייקה,,,,,,,,,"אורך 240 ס""מ (נפתח עוד 100 ס""מ)",,,"רוחב 100 ס""מ",,,פורמייקה בצבע לבן,,"",1000.0,shopify,0,continue,manual,8400.00,12400.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/original_13.jpg?v=1721161988,kg,,,,,,
berno-שולחן-אוכל-מודרני-עם-טופ-פורמייקה,,,,,,,,,"אורך 240 ס""מ (נפתח עוד 100 ס""מ)",,,"רוחב 100 ס""מ",,,פורמייקה בצבע קרם,,"",1000.0,shopify,0,continue,manual,8400.00,12400.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/material1_5.jpg?v=1721161914,kg,,,,,,
berno-שולחן-אוכל-מודרני-עם-טופ-פורמייקה,,,,,,,,,"אורך 240 ס""מ (נפתח עוד 100 ס""מ)",,,"רוחב 110 ס""מ",,,פורמייקה בצבע לבן,,"",1000.0,shopify,0,continue,manual,8700.00,12700.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/original_13.jpg?v=1721161988,kg,,,,,,
berno-שולחן-אוכל-מודרני-עם-טופ-פורמייקה,,,,,,,,,"אורך 240 ס""מ (נפתח עוד 100 ס""מ)",,,"רוחב 110 ס""מ",,,פורמייקה בצבע קרם,,"",1000.0,shopify,0,continue,manual,8700.00,12700.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/material1_5.jpg?v=1721161914,kg,,,,,,
berno-שולחן-אוכל-מודרני-עם-טופ-פורמייקה,,,,,,,,,"אורך 240 ס""מ (נפתח עוד 100 ס""מ)",,,"רוחב 120 ס""מ",,,פורמייקה בצבע לבן,,"",1000.0,shopify,0,continue,manual,9000.00,13000.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/original_13.jpg?v=1721161988,kg,,,,,,
berno-שולחן-אוכל-מודרני-עם-טופ-פורמייקה,,,,,,,,,"אורך 240 ס""מ (נפתח עוד 100 ס""מ)",,,"רוחב 120 ס""מ",,,פורמייקה בצבע קרם,,"",1000.0,shopify,0,continue,manual,9000.00,13000.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/material1_5.jpg?v=1721161914,kg,,,,,,
venece,VENECE | שולחן אוכל מודרני עם טופ פורמייקה,"<p>שולחן האוכל המודרני משלב טופ פורמייקה עמיד עם רגליים מעץ מלא בציפוי MDF, מה שמעניק לו עיצוב אלגנטי ומינימליסטי. השולחן מציע משטח חלק וקל לניקוי, מה שהופך אותו למתאים במיוחד לשימוש יומיומי ולארוחות משפחתיות. הרגליים העמידות מספקות יציבות וחוזק, תוך הוספת חמימות וטבעיות לחלל האוכל.</p>
<p><strong>מידות</strong><strong>:</strong></p>
<ul>
<li>אורך -<span class=""HwtZe"" lang=""iw"" jsaction=""mouseup:Sxi9L,BR6jm; mousedown:qjlr0e"" jsname=""jqKxS""><span class=""jCAhz JxVs2d ChMk0b"" jsaction=""agoMJf:PFBcW;MZfLnc:P7O7bd;nt4Alf:pvnm0e,pfE8Hb,PFBcW;B01qod:dJXsye;H1e5u:iXtTIf;lYIUJf:hij5Wb"" jsname=""txFAF"" jscontroller=""BiTO4b""><span class=""ryNqvb"" jsname=""W297wb"" jsaction=""click:Z0znGe,GFf3ac,fbWStc;contextmenu:Nqw7Te,QP7LD; mouseout:Nqw7Te; mouseover:Z0znGe,c2aHje"">לבחירה</span></span></span>
</li>
<li>גודל לאחר פתיחה - משתנה בהתאם לאורך<br>
</li>
<li>רוחב -<span class=""HwtZe"" lang=""iw"" jsaction=""mouseup:Sxi9L,BR6jm; mousedown:qjlr0e"" jsname=""jqKxS""><span class=""jCAhz JxVs2d ChMk0b"" jsaction=""agoMJf:PFBcW;MZfLnc:P7O7bd;nt4Alf:pvnm0e,pfE8Hb,PFBcW;B01qod:dJXsye;H1e5u:iXtTIf;lYIUJf:hij5Wb"" jsname=""txFAF"" jscontroller=""BiTO4b""><span class=""ryNqvb"" jsname=""W297wb"" jsaction=""click:Z0znGe,GFf3ac,fbWStc;contextmenu:Nqw7Te,QP7LD; mouseout:Nqw7Te; mouseover:Z0znGe,c2aHje"">לבחירה</span></span></span>
</li>
<li>גובה פלטה מהרצפה - 76 ס""מ<br>
</li>
</ul>
<p><strong>מפרט טכני</strong><strong>:</strong></p>
<ul>
<li>ארץ ייצור - <span style=""font-weight: 400;""><span style=""vertical-align: inherit;""></span></span><span style=""font-weight: 400;"" mce-data-marked=""1""><span style=""vertical-align: inherit;"" mce-data-marked=""1"">ישראל</span></span><br>
</li>
<li>אחריות - 12 חודשים</li>
<li>טופ פורמייקה</li>
<li>רגלי עץ מלא בציפוי MDF</li>
</ul>
<!---->",8,Home & Garden > Kitchen & Dining > Tableware > Serveware,"",thomas,true,אורך לבחירה,"אורך 160 ס""מ (נפתח עוד 80 ס""מ)",,רוחב לבחירה,"רוחב 100 ס""מ",,,,,"",1000.0,shopify,0,continue,manual,6900.00,9900.00,true,true,"",https://cdn.shopify.com/s/files/1/0827/0453/1744/files/IMG-9984.jpg?v=1719339066,1,"",false,,,4026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
venece,,,,,,,,,"אורך 160 ס""מ (נפתח עוד 80 ס""מ)",,,"רוחב 110 ס""מ",,,,,"",1000.0,shopify,0,continue,manual,7200.00,10200.00,true,true,"",https://cdn.shopify.com/s/files/1/0827/0453/1744/files/IMG-9984_f7a0efe0-bf0d-4adb-a0e3-d70e60f4cf70.jpg?v=1719587968,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
venece,,,,,,,,,"אורך 160 ס""מ (נפתח עוד 80 ס""מ)",,,"רוחב 120 ס""מ",,,,,"",1000.0,shopify,0,continue,manual,7500.00,10500.00,true,true,"",https://cdn.shopify.com/s/files/1/0827/0453/1744/files/Table1top.jpg?v=1719845814,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
venece,,,,,,,,,"אורך 180 ס""מ (נפתח עוד 90 ס""מ)",,,"רוחב 100 ס""מ",,,,,"",1000.0,shopify,0,continue,manual,7800.00,10800.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
venece,,,,,,,,,"אורך 180 ס""מ (נפתח עוד 90 ס""מ)",,,"רוחב 110 ס""מ",,,,,"",1000.0,shopify,0,continue,manual,8100.00,11100.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
venece,,,,,,,,,"אורך 180 ס""מ (נפתח עוד 90 ס""מ)",,,"רוחב 120 ס""מ",,,,,"",1000.0,shopify,0,continue,manual,8400.00,11400.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
venece,,,,,,,,,"אורך 200 ס""מ (נפתח עוד 100 ס""מ)",,,"רוחב 100 ס""מ",,,,,"",1000.0,shopify,0,continue,manual,8400.00,11400.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
venece,,,,,,,,,"אורך 200 ס""מ (נפתח עוד 100 ס""מ)",,,"רוחב 110 ס""מ",,,,,"",1000.0,shopify,0,continue,manual,8700.00,11700.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
venece,,,,,,,,,"אורך 200 ס""מ (נפתח עוד 100 ס""מ)",,,"רוחב 120 ס""מ",,,,,"",1000.0,shopify,0,continue,manual,9000.00,12000.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
venece,,,,,,,,,"אורך 220 ס""מ (נפתח עוד 100 ס""מ)",,,"רוחב 100 ס""מ",,,,,"",1000.0,shopify,0,continue,manual,8800.00,11800.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
venece,,,,,,,,,"אורך 220 ס""מ (נפתח עוד 100 ס""מ)",,,"רוחב 110 ס""מ",,,,,"",1000.0,shopify,0,continue,manual,9100.00,12100.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
venece,,,,,,,,,"אורך 220 ס""מ (נפתח עוד 100 ס""מ)",,,"רוחב 120 ס""מ",,,,,"",1000.0,shopify,0,continue,manual,9400.00,12400.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
venece,,,,,,,,,"אורך 240 ס""מ (נפתח עוד 100 ס""מ)",,,"רוחב 100 ס""מ",,,,,"",1000.0,shopify,0,continue,manual,9300.00,12300.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
venece,,,,,,,,,"אורך 240 ס""מ (נפתח עוד 100 ס""מ)",,,"רוחב 110 ס""מ",,,,,"",1000.0,shopify,0,continue,manual,9600.00,12600.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
venece,,,,,,,,,"אורך 240 ס""מ (נפתח עוד 100 ס""מ)",,,"רוחב 120 ס""מ",,,,,"",1000.0,shopify,0,continue,manual,9900.00,12900.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
dizzy-ספה-מודרנית-לסלון,MOTI | ספה מודרנית לסלון,"<div class=""product-block"">
<div class=""rte"">
<p>ספה מודרנית לסלון עם אגוז אמריקאי משלבת עיצוב עכשווי עם אלמנטים טבעיים, המעניקים לחלל מראה יוקרתי וחמים. המסגרת עשויה מעץ אגוז אמריקאי, הידוע בעמידותו ובמראהו המרהיב. הכריות הרכות והמושבים הנוחים מבטיחים חווית ישיבה נעימה ומפנקת.</p>
<p><strong>מידות:</strong></p>
<p>אנו ממליצים לוודא מידות הרהיט מתאימות לחלל הרצוי.</p>
<p><span style=""text-align: right;""><span style=""text-align: right; font-family: Assistant;""> </span></span>כיצד מודדים? <span style=""color: #2b00ff;""><a title=""לצפיה במדריך מידות"" href=""https://www.zvzstyle.com/pages/%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%9E%D7%99%D7%93%D7%95%D7%AA"" style=""color: #2b00ff;"">מדריך מידות</a></span></p>
<ul>
<li><span>רוחב - לבחירה</span></li>
<li>גובה - 81 ס""מ</li>
<li>
<span>עומק כולל</span><span> </span>-<span> <span mce-data-marked=""1"">110</span></span><span> </span>ס""מ</li>
<li>עומק ישיבה - 60<span> </span>ס""מ</li>
<li><span>גובה ישיבה - 48 ס""מ  </span></li>
<li style=""font-weight: 400;"">
<span style=""font-weight: 400;""><span style=""vertical-align: inherit;"">גובה רגל - 13 ס""מ</span></span><span></span>
</li>
</ul>
<p><span><strong>מפרט טכני</strong><strong>:</strong></span></p>
<ul>
<li>ארץ ייצור - ישראל</li>
<li>אחריות - 12 חודשים</li>
<li>בד מקרופייבר 100%</li>
<li>בד דוחה כתמים</li>
<li>‏ ‏אגוז אמריקאי</li>
</ul>
</div>
</div>",ZVZ Style,Uncategorized,ספה,ivan,true,רוחב לבחירה,"רוחב 220 ס""מ",,,,,,,,"",1000.0,shopify,0,continue,manual,6400.00,,true,true,"",https://cdn.shopify.com/s/files/1/0827/0453/1744/files/Owen-3-Seater-Sofa-Haze-Walnut-Leg-SG-Front-1673939238-Photoroom.jpg?v=1719304845,1,"",false,,,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
dizzy-ספה-מודרנית-לסלון,,,,,,,,,"רוחב 240 ס""מ",,,,,,,,"",1000.0,shopify,0,continue,manual,6800.00,,true,true,"",https://cdn.shopify.com/s/files/1/0827/0453/1744/files/Owen-3-Seater-Sofa-Haze-Walnut-Leg-SG-Angle-1673939238-Photoroom_2024-06-25T08_32_42.451Z.png?v=1719304366,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
dizzy-ספה-מודרנית-לסלון,,,,,,,,,"רוחב 260 ס""מ",,,,,,,,"",1000.0,shopify,0,continue,manual,7200.00,,true,true,"",https://cdn.shopify.com/s/files/1/0827/0453/1744/files/Owen-3-Seater-Sofa-Haze-Walnut-Leg-SG-Side-1673939237-Photoroom.jpg?v=1719304845,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
dizzy-ספה-מודרנית-לסלון,,,,,,,,,"רוחב 280 ס""מ",,,,,,,,"",1000.0,shopify,0,continue,manual,7600.00,,true,true,"",https://cdn.shopify.com/s/files/1/0827/0453/1744/files/Owen-3-Seater-Sofa-Haze-Det_1-1673939504.webp?v=1719304845,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
dizzy-ספה-מודרנית-לסלון,,,,,,,,,"רוחב 300 ס""מ",,,,,,,,"",1000.0,shopify,0,continue,manual,8000.00,0.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
dizzy-ספה-מודרנית-לסלון,,,,,,,,,"רוחב 320 ס""מ",,,,,,,,"",1000.0,shopify,0,continue,manual,8400.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
